region;province;daire;type;parti;candidat;voix;sieges
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب العدالة والتنمية;محمد صديقي;29531;2
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الأصالة والمعاصرة;عبد الفتاح العوني;15358;1
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;عمر بلافريج;8048;1
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب التجمع الوطني للأحرار;عبد القادر تاتو;3762;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الحركة الشعبية;سعيد التونارتي;2722;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الاستقلال;محمد بولحسن;2629;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الاتحاد الدستوري;نبيل الدخش;1941;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;الحسين ايت المحجوب;1109;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب التقدم والاشتراكية;كريم تاج;776;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب البيئة والتنمية المستدامة;نعيمة غالم;268;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الاتحاد المغربي للديمقراطية;عبد الحكيم زاليم;169;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الحركة الديمقراطية الاجتماعية;منير بولخلاف;119;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب النهضة;مصطفى الشريف الوكيل;107;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الوسط الاجتماعي;عبد الرحيم الحمداني;87;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الوحدة والديمقراطية;العياشي اولاد جمعة;85;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;حزب الإصلاح والتنمية;منصف حجار;83;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية; حزب النهضة والفضيلة;رقية الدريوش;58;0
الرباط -سلا -القنيطرة;الرباط;الرباط - المحيط;محلية;الحزب الديمقراطي الوطني;عمر وشان;16;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب العدالة والتنمية;سليمان العمراني;22551;2
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الأصالة والمعاصرة;سيدي ابراهيم الجماني;14389;1
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الاتحاد الدستوري;خالد مجاور;4330;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد الامين خاجي;3085;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الاستقلال;حمدون الحسني;1781;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;حمزة اجديرة;1757;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الاتحاد المغربي للديمقراطية;جمال المنظري ;1210;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب التقدم والاشتراكية;رشيد الاطراسي;664;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب التجمع الوطني للأحرار;محمد هشام بن صاري;649;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الحركة الشعبية;بشرى العمراني;308;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب جبهة القوى الديمقراطية;خالد هبشان;252;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب البيئة والتنمية المستدامة;عبدالوهاب الناصري الدرعي;168;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الوسط الاجتماعي;علي الضو;124;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الوحدة والديمقراطية;عز الدين بقالي;117;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الحركة الديمقراطية الاجتماعية;المصطفى احسني;104;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية; حزب النهضة والفضيلة;ادريس هدان;94;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;حزب الإصلاح والتنمية;عبد القادر هاشم;76;0
الرباط -سلا -القنيطرة;الرباط;الرباط - شالة;محلية;الحزب الديمقراطي الوطني;عبد الكبير عقيل;21;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب العدالة والتنمية;موح رجدالي;38796;2
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الأصالة والمعاصرة;محمد الهلالي;20010;1
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الاتحاد الدستوري;حسن عاريف;10740;1
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب التجمع الوطني للأحرار;رشيد الساجد;7247;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الاستقلال;محمد فوزي بنعلال;4351;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد الصغير;3048;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب التقدم والاشتراكية;زهير الزمزامي;3040;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;عزالدين المخلص;2138;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الحركة الديمقراطية الاجتماعية;حسن تخوشة;511;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الحركة الشعبية;احمد السلواني;411;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الشورى والاستقلال;عبد الحميد بوجمعي;343;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب الأمل;حسن غوتي;341;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب جبهة القوى الديمقراطية;فريد الحلابي;297;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;تحالف العهد و التجديد;نضال  العراقي ;265;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;حزب المجتمع الديمقراطي;عزيز حمدون;185;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية; حزب النهضة والفضيلة;حسن بيمورن;159;0
الرباط -سلا -القنيطرة;الصخيرات تمارة;الصخيرات - تمارة;محلية;الحزب الديمقراطي الوطني;بوشعيب مجتهد;89;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الحركة الشعبية;محمد لحموش;13470;1
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الأصالة والمعاصرة;محمد اشرورو;10571;1
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب التقدم والاشتراكية;الحبيب حسيني;9950;1
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب التجمع الوطني للأحرار;لحسن الفرشيوي;7561;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب العدالة والتنمية;عبد الله بنحمو;4435;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الحركة الديمقراطية الاجتماعية;ميمون شعران;3917;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الاستقلال;محمد علي اوحيرى;1764;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب جبهة القوى الديمقراطية;عزيز زلماط;973;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الشورى والاستقلال;احمد بلغازي;935;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد المرس;863;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الحرية والعدالة الاجتماعية;حسن بنوشان;232;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;الحسين العجان;182;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الإصلاح والتنمية;سعيد عزي اشوت;157;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب المجتمع الديمقراطي;محمد الخياطي;134;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية; حزب النهضة والفضيلة;موسى ايزام;131;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب الوسط الاجتماعي;منير قرماش;101;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;حزب اليسار الأخضر المغربي;هشام الطاهري;94;0
الرباط -سلا -القنيطرة;الخميسات;الخميسات - أولماس;محلية;الحزب الديمقراطي الوطني;جمال اللطيفي;34;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب الحركة الديمقراطية الاجتماعية;عبد الصمد عرشان;18163;1
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب التجمع الوطني للأحرار;حسن الفيلالي;14789;1
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب الأصالة والمعاصرة;رحو الهيلع;9754;1
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب العدالة والتنمية;محمد لبصير;8947;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب الاستقلال;بوعمرو تغوان;6814;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد العريفي;4960;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب التقدم والاشتراكية;احمد الهيلع;4178;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;العرب كرنو;493;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب الشورى والاستقلال;عبد الرحمان  الفخار ;321;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب الأمل;نور الدين امزيان;101;0
الرباط -سلا -القنيطرة;الخميسات;تيفلت - الرماني;محلية;حزب الإصلاح والتنمية;عبد الله عاكف;22;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب العدالة والتنمية;سعد الدين العثماني;27835;1
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الحركة الشعبية;سعيد التدلاوي;14592;1
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الأصالة والمعاصرة;الطاهر بمزاغ;11029;1
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;احمد المهدى مزواري;5198;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الاستقلال;محمد  زرهان;2083;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;ميلود بكريم;1538;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية; حزب النهضة والفضيلة;طارق اللوزي;568;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب جبهة القوى الديمقراطية;المصطفى زياتي;559;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الاتحاد الدستوري;عبد الهادي ابن المقدم;538;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب التقدم والاشتراكية;محمد غرويطي;341;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الديمقراطيين الجدد;منير بنعلي;248;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب البيئة والتنمية المستدامة;سهيل  ماهر ;189;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الأمل;اليزيد كريم;172;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;تحالف العهد و التجديد;عبدالعالي صديقي;170;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الحركة الديمقراطية الاجتماعية;بوعزة قدمي;160;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الوسط الاجتماعي;حسن الكرش;103;0
الدار البيضاء-سطات;المحمدية;المحمدية;محلية;حزب الاتحاد المغربي للديمقراطية;اوسامة خلوقي;63;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب العدالة والتنمية;صالح المالوكي;36504;2
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الأصالة والمعاصرة;حميد وهبي;15011;1
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب التجمع الوطني للأحرار;عبد الله مسعودي;7804;1
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;جواد فرجي;3758;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;حفيظ ازايي;3207;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب التقدم والاشتراكية;حسن اومريبط;2955;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الاستقلال;احمد طمطم;2356;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب البيئة والتنمية المستدامة;محماد اكني;562;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الحركة الشعبية;هنية لغليض;264;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الاتحاد الدستوري;عمر لعرج;220;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الأمل;جعفر الناصري;196;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;الحزب الديمقراطي الوطني;ابراهيم ايت سي;179;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الحركة الديمقراطية الاجتماعية;المحجوب برهيش;149;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب النهضة;بلال الربان;122;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الوحدة والديمقراطية;حميد الفغير;107;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب جبهة القوى الديمقراطية;الحسن ابوزكري;107;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية; حزب النهضة والفضيلة;مصطفى  السباعي;103;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب الإصلاح والتنمية;عبدالله ايت وسع;86;0
سوس- ماسة;أكادير- إدا وتنان;أكادير -إدا وتنان;محلية;حزب اليسار الأخضر المغربي;جمال حكوس;59;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب العدالة والتنمية;رمضان بوعشرة;40245;2
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الأصالة والمعاصرة;محمد غالم;10985;1
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الاستقلال;العربي كانسي;5572;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب التقدم والاشتراكية;الوافي لعميمي;1799;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;الحسين كوحميد;1495;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;المصطفى البويهي;1392;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب التجمع الوطني للأحرار;بوجمعة بن الشيخ;960;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب جبهة القوى الديمقراطية;عبد الحليم الصديقي;349;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الاتحاد الدستوري;فيصل روضي;321;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الشورى والاستقلال;عمر فاروق;193;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الأمل;مصطفى نوري;110;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الحركة الديمقراطية الاجتماعية;احمد اندجارن;101;0
سوس- ماسة;إنزكان أيت ملول;إنزكان-آيت ملول;محلية;حزب الإصلاح والتنم��ة;نعيمة بوناكي;40;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب العدالة والتنمية;محمد لشكر;19839;1
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب الأصالة والمعاصرة;سعيد ضور;16728;1
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب الاستقلال;الحسين ازوكاغ;13916;1
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب التجمع الوطني للأحرار;الحسن عباد;8128;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب التقدم والاشتراكية;ابراهيم تكزرت;3028;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;لحسن ابعقيل;2485;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;الحسن شلاغم;730;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب الاتحاد الدستوري;الحسين الوالي;243;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب الإصلاح والتنمية;حسن الايوبي;138;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب اليسار الأخضر المغربي;ادريس بومكوك;106;0
سوس- ماسة;اشتوكة ايت باها;اشتوكة-آيت باها;محلية;حزب الحركة الديمقراطية الاجتماعية;محمد علي التجاني;73;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب العدالة والتنمية;محمد اوريش;40643;2
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الاستقلال;علي قيوح;26115;1
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب التجمع الوطني للأحرار;محمد بوهدود;15592;1
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الأصالة والمعاصرة;احمد اونجار;12705;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;ابراهيم لبا علي;5403;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الحركة الشعبية;عبد الحق ناجي;837;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الوسط الاجتماعي;احمد نتاما;817;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد العربي النبري;661;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الاتحاد الدستوري;مولاي هشام السكراتي;408;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب البيئة والتنمية المستدامة;عبداللطيف نورالدين;395;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب جبهة القوى الديمقراطية;عبد الله بربوز;380;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الحركة الديمقراطية الاجتماعية;دنيال بنسباط;144;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;تحالف العهد و التجديد;محمد عصام خلوفي;138;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب التقدم والاشتراكية;عبد الله  دوش;127;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب الإصلاح والتنمية;احمد سلوان;80;0
سوس- ماسة;تارودانت;تارودانت الجنوبية;محلية;حزب المجتمع الديمقراطي;محمد نوماق;68;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب التجمع الوطني للأحرار;حاميد البهجة;29587;1
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب العدالة والتنمية;مصطفى الكردي;19138;1
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب الأصالة والمعاصرة;عبد اللطيف وهبي;15512;1
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب الاستقلال;المبارك الدردوري;11894;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب الاتحاد الدستوري;محمد كفى;3459;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب التقدم والاشتراكية;عبداللطيف اشكري;2027;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب جبهة القوى الديمقراطية;مولاي الحسن اوبيد ايعز;660;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد بلهي;515;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;الحسين رضى;430;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;تحالف العهد و التجديد;عبد الرحيم  الحاجي ;239;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب الحركة الشعبية;لحسن المرخي;158;0
سوس- ماسة;تارودانت;تارودانت الشمالية;محلية;حزب الإصلاح والتنمية;الحسن ايت مالك;56;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب العدالة والتنمية;ابراهيم بوغضن;14159;1
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب التجمع الوطني للأحرار;عبد الله غازي;14027;1
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الأصالة والمعاصرة;مصطفى مشارك;6548;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;لحسن بنوارى;5842;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الاستقلال;المحفوظ اقللوش;1626;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب التقدم والاشتراكية;الحسن بومهدي;1130;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;احمد الطالبي;474;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الحركة الديمقراطية الاجتماعية;العباس بورحيم;200;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب جبهة القوى الديمقراطية;الخضير حفضي;130;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الحركة الشعبية;الشفاء ماء العينين;119;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الشورى والاستقلال;حسن منو;79;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الديمقراطيين الجدد;رشيد زكيد;64;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب الوحدة والديمقراطية;محمد المعزود;57;0
سوس- ماسة;تيزنيت;تيزنيت;محلية;حزب اليسار الأخضر المغربي;علي كرمشت;54;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب العدالة والتنمية;السعيد الصادق;18028;1
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الحركة الشعبية;السعيد امسكان;12009;1
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الأصالة والمعاصرة;اسماعيل لماوي;7984;1
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب التقدم والاشتراكية;عبد الله حنتي;7045;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب التجمع الوطني للأحرار;عبد اللطيف اعفير;5145;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الاستقلال;الحسين بوحسيني;5048;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الحركة الديمقراطية الاجتماعية;عمر الباز;1945;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الاتحاد الدستوري;محمد بردوزي;1327;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;احمد اشهوظ;933;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;سعد ماءالعينين;712;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الأمل;ابراهيم الروماني;449;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب جبهة القوى الديمقراطية;جمال حمميدي;395;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;الحزب الديمقراطي الوطني;مولاي الحسن حسام الوزاني ;327;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الإصلاح والتنمية;محمد  ايت حدو;204;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب الوسط الاجتماعي;عصام الناصري;108;0
درعة -تافيلالت;ورزازات;ورزازات;محلية;حزب النهضة;اسماعيل كمال;105;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب العدالة والتنمية;لحسن واعري;17923;1
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب التجمع الوطني للأحرار;حماد ايت بها;9542;1
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الأصالة والمعاصرة;جواد الناصري;8964;1
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الاستقلال;ميمون عميري;8542;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;احمد شهيد;6450;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الاتحاد الدستوري;علي ايت باجا;4970;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب التقدم والاشتراكية;هند كنانة;4146;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الحركة الشعبية;الحسين وعياط;1082;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الوسط الاجتماعي;محمد البشاري;802;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب جبهة القوى الديمقراطية;سلمة العبيوي;495;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;تحالف العهد و التجديد;محمد  رياض ;444;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;عبد اللطيف الحاجي;267;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الديمقراطيين الجدد;محمد ايت الشوط;177;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الحركة الديمقراطية الاجتماعية;مبارك غنام;124;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب الشورى والاستقلال;عمر خالدي;122;0
درعة -تافيلالت;زاكورة;زاكورة;محلية;حزب اليسار الأخضر المغربي;محمد امين خزراجي;66;0
